"1","I do not like hearing the business phone and the guy answering the phone on the other side of my curtain. This is a relaxing and quiet place, mind the noise!! It's irritating to hear all the locomotion while I'm trying to relax that is what I paid for! 90 minutes to relax with no interruption! The restroom fan is pretty loud too. I can't come back to this place!"
"2","One of my good friends currently lives here, and the facility is definitely modern and high end. All of the people at the concierge are very friendly, and there is no need to worry about random people wandering through the towers because the security here is very high end and on top of their stuff. The valet garage is under the Veer Towers, and since Veer is literally on The Strip, I'm surprised the accessibility here is actually easy to get to (you would think a condo right on The Strip would be a hassle to get to, but due to the location it's actually in a perfect spot with minimal traffic if you take Trop to get to Veer). \n\nThe pool at the top is relaxing and offers an outstanding overview of the city. It's small, but barely anyone is up there, and you really do feel like its exclusively just for you. The workout facility is pretty decent from what my friend tells me (all of the basic equipment needed), and you're basically in walking distance from any restaurant that's around the area of Veer Towers (Crystals is next door, and there's also a convenient Walgreens down the way as well)."
"2","Food was good. $23 for two Chimi's with two sodas. Kind of spendy since the place across the street has a Chimi for $5. They play Mexican Rock music. Thought I seen a rooster dancing here lol."
"1","Worst Embassy Suites Ive been to in my life. They need to remodel the rooms, it doesnt feel like a hotel at all it feels like im in a cheap motel. Shuttle was 30 mins late and the breakfast opened so late. It says they open at 6am and we waited till 6:45 but they havent served the food yet, so we just left to catch up for our flight after wasting almost an hour of waiting for the food... Worst hotel ever! Dont be fooled by the name, my family and i love Embassy suites  but this one is just awfully bad.  Not worth staying at all, id rather go to hyatt or renaissance just next door next time Im here."
"2","J'aime bien cet endroit ! Bonne musique et bonne ambiance ! C'est un bar o\u00f9 il est facile d'aller \u00e0 la rencontre de nouvelles personnes . Le service peut \u00eatre un peu long par contre . Toutefois , je recommande cet endroit . Allez-y avec votre groupe d'ami!"
"2","'It's Mexican food captain, but *not* as we know it.  I was introduced to this place many years ago and I keep coming back because the food is good and I've never found another place quite like it.  The flavors are a little different than what I'm used to.  This is New Mexican food as in that state next door, not New as in nouveau or anything pretentious like that.  The speicals are usually decent but I'm a sucker for my old standbys.  The spooning rellenos plate and the Sante Fe which is a sort of mix and match  create our own which I always get with a chile relleno, a cheese enchilada and either a beef taco or a beef tamale.  Mmm!\n\nThey have two sorts of sauces that get draped over stuff, red and green.  Green is spicy. Red is hot.  If you don't like hot, don't say I didn't warn you.  I always order it on the side.  It feels a little bit prissy but that way I don't have to deal with too much sauce if I don't feel like it.  And hell, I'm the one who has to eat it and pay for it, so I want it how I want it.\n\nI'm surprised at the reviews for bad service as I've always had good service there.  I must just be so charming that people go out of their way to be nice to me.  Yeah that's it! So if you go, remember to be charming, and bring your Visa card.. because they .. oh wait, they do? Nevermind."
"1","This is the second time I have gone to Dolce for a cut and highlight.  They have a rating system for their sylists (1-8) The first time I went, I unknowingly got a 2.  My cut was good though, but color was horrible, brassy and way too light.  This time I thought I would upgrade and asked for a higher lever stylist.  I got Lynn a 6.  She seemed a little stand offish from the start.  I am not sure she wanted to be there.  I don't think I have had a haircut this bad since I was 12 and went to a discount salon for a $19 hair cut.  But THIS one cost me nearly $200.  When she was almost done, she said \""what do you think\""  I was so stunned that I just said, \""I don't like it at all, holding back tears\""  At which point she hacked off my bangs and now I look worse that before....sigh.  The staff was friendly, and I love all of their specials (groupons, hunies)  I would really love to find the right person there because of that.  I know they have good stylists, because I hear good reviews, but unfortunately I am still on the search."
"2","Went back (again) and wow! So love this place every time! One of the specials for the night was pear and gorgonzola ravioli with brown butter and sage. Soooo good. The server told me that they post their specials on their website everyday, so yay! I can check ahead of time for when my favorite specials are being served."
"1","Gross. The noodles I'm sure were spaghetti. Beyond that, the food tasted awful. This place is horrible. Sad how places like this remain open and other great places close."
"2","Had a couple lattes here and breakfast one morning.  Breakfast burrito was one of the best I've had and the fruit and yogurt parfait was wonderful!  Comfy seating and friendly, local atmosphere.  Definitely recommend if you find yourself in Cave Creek."
"2","Over the weekend of Electric Daisy Carnival, my friends been telling me about how this is their new hot spot. I heard alot about this place being dirty and crowded so I never really gave this place a chance.\n\nMy friends decided to come here once again and I wasnt really in the mood to try out this place, but I'm so happy that they finally convince me to go because it was the highlight of my weekend. \nBenny Benassi was spinning and in the pool, people just started randomly splashing everywhere which I thought was pretty fun. We met alot of new people and had alot of good drinks. They even gave us a free drink card too! I pretty much blacked out by the time I left.\n\nThe only reason why I knocked one star off is because I agree that it's a pretty dirty place. Everytime people splashed, the water kind of stung my eyes and tasted dirty when it went in my mouth. pretty gross! But overall, it's my hot spot for a beach club =)"
"2","I just ordered to go from this place last night!! Amazing!!!! I love Thai food!!! The beef combination noodle soup was so good!! Even the flavoring of the broth had me drinking any left over soup. I also ordered the Papaya salad . Of course also amazing !! Best Papaya salad I've had. If you choose to dine in it is a small cozy place . Has the ma and pa shop vibe. The ppl that work there are super friendly too!! Must try!!"
"2","Very, very nice steak.  Great ambience; excellent wine list; superb service from John, our waiter (after we were finally seated - the hostess was evidently hanging out in the kitchen, and it took the Mgr to roust her back to the front so she could seat us) - overall a very nice meal.  We both ordered steak - Peppered NY Strip + Ribeye - and both were cooked exactly as asked for - the twice-baked potatoe was awesome and the bread was deliciously crusty and hot. The service was impeccable - our waiter John was spot-on throughout our entire meal - he was both attentive and efficient in a very subtle, non-invasive way - really, very good service.  John could teach Wait-staff Techniques101.  We agreed this was a great pick for a steakhouse."
"1","My friend and I were looking forward to going here after having a fun experience at the one in Vegas. This location really didn't live up. It just didn't have the same party-like atmosphere: the music was barely audible, no life-size blender, and very mediocre food (some canned papaya chunks and bland vinaigrette do not constitute a Caribbean salad, in my opinion). Maybe we got there too eariy (around 8ish) for the live entertainment, which might have made a huge difference."
"2","fast & friendly, english-speaking. food ordered was food delivered to the table. free refills. what you demand at a fast food place. average service. just make it fresh & get it right!!! they did good\nthe carne asada was very good. tender & spiced just right. everything was hot & fresh. could've used a little more cilantro & onions but they are 2-bite tacos. excellent value for the $$"
"2","I've used Red Carpet VIP for several of my trips to Vegas. They are amazing! Lisa, from the Hotel division is incredible, and always able to find me some great hotel deals and offering for my friends and I. We've always had a great time and stay when booking with Lisa. Go to her for all of your hotel needs! She will definitely hook you and your group up!!!"
"2","WOW! AMAZING! I have never seen anything like this before, the show is a must see while in Vegas! loved every minute!"
"1","I have been going to Rose Family Dentistry for eight years, but rather erratically for the last four years. (I have 3 toddlers, and I am a full-time teacher, so doctors' visits in general have been on an only-if-absolutely-necessary basis.) I scheduled my appointment a month ago, and asked them to schedule a deep cleaning, but they said that they couldn't schedule it until they had seen me for a general checkup, regardless of... anything, but maybe they'd be able to fit me in after my exam. I have been in once a year for the past two years, both times for emergencies. On both occasions, I asked them to update my last name (I've been married for 5 years) and on both occasions, they took x-rays. When I went in today, they told me that I needed to update my paperwork, because I hadn't been there in 4 years. When I asked them if they were telling me that I hadn't been there the last two times (when I also updated my paperwork) they told me that those times didn't count(?). When I went back, the dental assistant couldn't find me in the system until I gave her my maiden name- it still hadn't been changed. I got my x-rays, and then the dentist looked at my teeth. I asked him about the deep cleaning. He informed me that his was a very busy office, and if I were to start scheduling my appointments six months ahead of time, then he could guarantee that they would have something available. His office is closed on weekends, and is generally closed when teachers don't have to work (they were only open two days during the two weeks of winter break), and I don't take sick days just to get a checkup. It will take months before I will be able to get in again. Unfortunately, I am a very busy person, who does not always know what I will be doing on a specific day, six months ahead of time. When I left, they said they would call me the following day to schedule a deep cleaning. They did not.\nI found Dr. Rose's attitude to be very condescending. He repeatedly remarked that I hadn't been coming regularly for the past few years. I have not been able to come in for regular checkups because you can't get x-rays when you're pregnant, and between work and breastfeeding, I didn't have much time to myself for ANYTHING for a long time. When I scheduled my appointment, my intention was to start going to the dentist regularly again. I plan on fulfilling that intention, but with a different dentist."
"1","So, I read the great reviews on Yelp and when a friend suggested going here I was all over it!  Yes, let's go do Vintage!  So we get to Hollywood Regency Vintage and are overwhelmed with the selection of really cool vintage items.  There was an excellent selection of vintage jewelry and cool things rarely seen elsewhere like lipstick holders and little tin containers to \""hide\"" hairspray under....and I was impressed.  \n\nThe woman who is the owner seemed very helpful and friendly....however, upon commenting on a gorgeous dress in the back room, the sales associate working said to us \""Yes, you think Prom with that one....but I had a woman 'OF A CERTAIN AGE' try it on and she looked pretty good in it too.\""  (She exaggerated it and meant OLD!)\n\nThen she turns to my friend who is one of the youngest looking,  beautiful women I know , (who looked about the same age as this sales associate)  and says: \""I think you might look nice in it as you are about the same age she was.\""\n\nReally?  Really?  She said that?  About a customer??? Did she forget in less than a minute that she called the other customer ancient? (she was dressed like a fifties Lucille Ball and maybe that kind of thing was said in the 50's??\n\nSo my friend looks at me and says in the nicest way:  \""So, I think I'M done here, you?\""  And we left.  \n\nI have worked in customer service and retail management for years and have never heard such a thing said to a customer.  WOW!~\n\nNeedless to say I will NOT be back.\n\nReally?"
"2","I found this place on Yelp while looking for another place to find fabrics since I wasn't finding what I wanted at JoAnn's. So, I popped in one evening about an hour before closing and the women working there were insanely helpful. \n\nI had just bought a sewing machine and was looking for some fabric to make my first \""creation\"", a rag quilt. I went in not really knowing what I wanted, but I told them that I saw a video about rag quilts on YouTube and wanted to try one. So, she had me pick out a few fabrics that I liked together and she helped me figure out how much of each fabric I needed and even gave me some tips for sewing it all together. Way more than I was expecting to get out of my evening at the quilting store! \n\nThe only downfall of this store (and reason why I don't go each time I need fabric or supplies) is that the prices are more than at JoAnns. So, I buy all the basics that I can there but will definitely go into Quilters Ranch when I need something special."
"2","I freaking love this place. I am pretty sure I've never eaten sushi for MORE than my money's worth til I got here. It's AYCE sushi for $23 and you can order 3 rolls at a time (which is MORE THAN ENOUGH after about 2 rounds... especially if you go with a huge group and share everything). This restaurant seems to love me because it has nearly all of its roll with my favorite, SPICY TUNA. Many of the rolls kind of tasted the same, but I loved the Mad Dragon, Happy Ending, Snow in Vegas (or something like that).. and basically everything with spicy tuna, crab (not artificial crab!), eel, and/or avocado... YUM. I would go back again and again if I could :(. PLEASE GO TO YAMA SUSHI! They even include dessert in the flat price, with varieties of mochi and ice cream.. Drooooooollllll....\n\nNeedless to say, everything was fresh and incredibly delicious."
"1","We stayed here last night. I've read a few reviews about older rooms, but we were in the Mountainside Suites and our room was beautiful! Fully updated and nice. The major downfall was that at 6am on Sunday there were several PA announcements about a golf tee time. It was so loud and ridiculous at that hour. I would have given this resort a rave review, but that early am vacation wake up call ruined my experience.  I'm not sure I'd recommend this resort to a friend, based on that alone."
"2","While visiting Vegas for a friend's wedding, my hubby & I wanted to try this place after hearing great things about their alcoholic (GASP) shakes. I had a Malibu Barbie - it was OHHHH SOOOO YUMMY. We also had a Salmon Burger and Veggie Falafel Burger. Both were quite good, and reasonably priced. Definitely check it out!"
"2","Great staff, great management, great food. I hear it's a chain but has a local bar feel. Seems very welcoming as a place to h g even on a laptop. They have WiFi. Cool new place. Looking forward to hanging out here a lot."
"1","CLOSED! - This pretty bad place finally folded!"
"1","I ordered a refill using their automated phone in option. The pharmacy at this location is severely lacking. I went in on Wednesday to pick up an Rx, they said they were having issues billing my secondary insurance, so after about 20 minutes I told them I would call my insurance and come back the next day. I called my insurance the next morning and was told there was nothing wrong on either of their ends- all authorizations had cleared on the expensive medication. Thursday, I went in to pick up the medicine, and they still had issues billing my insurance. 20 minutes later, they find out that they weren't able to bill my insurance correctly because they were trying to bill them for an incomplete prescription (they only had 7 pills rather than the 30 to fill the script). I was never told they didn't have enough medication to fill the script. \n\nThey gave me the 7 pills they had previously filled for me along with an IOU for the rest of the medication and I paid my copay.. I can't imagine that it's company policy to handwrite an IOU on a receipt for $500 worth on medication.\n\nOn a brighter note the staff was polite, although one of them seemed really annoyed at my persistence but I suppose I'd get a little frustrated too."
"2","Their pizza is consistently unique and very good.  Their staff is rarely ever anything but attentive and nice.  Big props to Nicole who was awesome as a server today!"
"1","Just another chain restaurant. Dry meat, cold fries, poor service. Not sure what I expected when I walked in."
"2","I was back here over the holidays and I feel like I really needed to update this review to distinguish my previous rating about the food and the beer. First off, once again I tried several of their beers. Their rotating stout was a chocolate-mint and I found the mint flavor absolutely undesirable. I also tried a seasonal brown and was thoroughly disappointed. However, they did have a bottle-only IPA (the Thunderhop) that was drinkable. But once again, I would rate the beer  2 or 3 stars.\n\nHowever, the food was absolutely phenomenal. We started with the hummus (good) and the spinach, feta, and smoked Gouda dip (phenomenal). Then for my lunch, I had, literally, the best French onion soup of my life. For anyone that makes it to the Church Brew Works I cannot say enough that you MUST TRY THE FRENCH ONION SOUP.  I also tried the nontraditional pierogies, which, were a green chile, cheddar and chorizo. These too were excellent.\n\nSo overall, the beer is a bust but the atmosphere and food make this place worth of a rating bump."
"1","*bed bugs* Stayed here for a conference this week. The place is big and they seem to have nice pools and lounge areas, however, our room smelled bad... Like musty and also like smoke. I really was unhappy with the smell. My girlfriends and I stayed in two separate rooms. After the first night one of my gf's woke up with 6-7 bites and was left uncomfortable and itching the entire trip. The second night of our stay ( i was staying in a different room) I was also bit! I went to sleep fine and woke up with two bites on my ankles. Just a side note, we never had the doors open and we were in two separate rooms.  We both sleep with the blankets covering us as well so I have determined that this is most likely a bed bug issue. My last night I was bit again twice and now I'm home and happy to be here. I am frustrated though that I am itching like crazy, just felt dirty yuck! I gave two stars because the facility is nice, but I don't think getting bit is acceptable."
"1","Food was ok.  Service was bad.  Overwhelmed staff at lunch rush.  After 10 minutes I asked about my takeout order and was (pretty much) scolded not to confuse the guys on the prep line.  Not given receipt or ketchup for my fries.  Although not in the same neighborhood, Athens Gyros in PHX is way better.  And way friendlier.  First time, last time."
"2","When I get a craving for noodles, I-Naba is where I turn to.  I didn't grow up eating soba, and at first glance these dishes seem simple and expensive.  After trying soba noodles at other restaurants, I can say that I-Naba delivers the most balanced and satisfying soba dishes that I've tried.  Whether served cold or hot, in the summer or winter, I-Naba completely satisfies me in a way that few restaurants manage to do.\n\nChoosing your meal involves a few choices, none of which will disappoint you.  Decide on the type of dish (hot or cold), type of noodle (soba or udon), and if you want a combo or not.  Combos include several options to eat with your noodles, including tempura, sashimi, and a variety of vegetables.  Over summer I've come to enjoy the Ten Zaru Soba, a cold dish served with shrimp and vegetable tempura on the side (Photo: http://www.yelp.com/biz_photos/i-naba-las-vegas?select=iR40c0u-T28dF5_aA4Htfg#iR40c0u-T28dF5_aA4Htfg).  This winter I've enjoyed their hot soba with wakame (Photo: http://www.yelp.com/biz_photos/i-naba-las-vegas?select=zrLI3LFCQXXzkg8lHU2evw#zrLI3LFCQXXzkg8lHU2evw).  Their appetizers (stuffed calamari: http://www.yelp.com/biz_photos/i-naba-las-vegas?select=BW7UmU2wW-Vf-IWLmmW5Fg#BW7UmU2wW-Vf-IWLmmW5Fg) and desserts (Green Tea Trio Dessert: http://www.yelp.com/biz_photos/i-naba-las-vegas?select=QQJD57aa0OUiJUouhI4aFA#QQJD57aa0OUiJUouhI4aFA) are just as delicious as their entrees.\n\nService is attentive and very polite.  The restaurant has a quieter ambiance, with cool string instrumentals of popular music playing in the background (I've heard Beatles and Canon in D).  I can see this restaurant not being everyone's cup of tea, but for me I-Naba consistently provides one of the most satisfying meals in town."
"2","Hop, hop, hop, hop, hop, hop...\n\nin a church setting.\n\nNot like hofbrauhaus, however it is still a very nice place to go. The ambience however is kind of odd, but if you like beer, it is worth a trip definitely."
"2","Breakfast was solid! My wife's Brooklyn Benedict was outstanding and Jacob's Slammer was plenty for breakfast. What we also loved was the fact that we could bring our dog to the restaurant. So while I probably won't be in a place to go back often I would recommend it if you are traveling through Las Vegas or there for a vacation."
"2","Great spa.  If u get a massage, ask for Frank- he's awesome!"
"1","What a terrible experience. We are both avid comic collectors and was so happy to find a shop here in Edinburgh. Unfortunately our happiness was short lived. I was simply browsing through the new release section and was yelled at for apparently bending the new book. I know what \""bending the binds\"" mean and was sure to avoid it. Even after apologizing to the salesperson he continued to yell at us. We were initially planning to buy a few books, but forget it. Who yells at their customers like this guy??? Never coming back again."
"1","This place is totally overpriced and was a waste of 2 hours. I got there 10 minutes before my appointment and they made me wait a good 15 minutes after my scheduled appointment. By the time my gel manicure was done and it was time for my pedicure they were closing up shop and turning off the music and the movie that was playing. It made me feel like they were just waiting on me and I was wasting their time. It wasn't my fault they were running behind and they shouldn't rush a customer out who ended up spending $100 on a pedicure and a gel manicure... WAY TOO EXCPENSIVE!!!! The nail tech was totally unprofessional too she was asking about my relationship with my boyfriend and was out of line with the comments she was saying. I will never go back and would recommend you don't either."
"2","Piano bar off the lobby and casino at the Bellagio. Even though it's in the middle of everything, it felt like a little oasis of calm amidst the hustle & bustle."
"1","We stayed at the Paris because they claimed to be dog friendly. The front desk emplyee at registration was about as friendly and welcoming as a DMV employee on a Monday afternoon. No smile no personality and as stiff as a board. We told them up front that we had a dog, we paid extra because we had a dog, we were honest and responsible about every aspect of our reservation as one could, but she treated us as if our dog was going to destroy the room and proceeded to lecture us about what we would be responsible for should we cause any damage, even if they find something at any date even after we leave. Our dog is crate trained and we brought our crate, so as to make sure nothing happened while we were out of the room. \n\nWe also booked a couple of hours for a relaxing visit at Paris Spa by Mandara. We booked a massage and facial package that included their three enzyme deep cleaning exfoliating treatment. My massage was good, but I have had much better. My wife specifically said that she wanted lite pressure and nothing that resembles deep tissue, but her masseuse had to be told several times to use less pressure. My wife said it was not relaxing at all. \nThe facials were good, but save yourself the money and skip the three enzyme part, or better yet get a spa package elsewhere."
"1","I love Latin nights but the bartenders are so rude!\n**quick tip they don't except American Express** I got yelled at by the bartender for not having any other form of payment with me."
"1","Gorgeous views, that's about it. Service was beyond slow. Had reservation for table of 6 took 25 mins for drinks, 35 mins for our salads to come. Salads, not main course. No apology, nothing. If you are spending $50+ a head you want a certain level of service and it definitely was not provided at this place. 1 star for the view as it is awesome. Would never come back here again and would not recommend any friends to come here to eat due to horrendous service."
"2","I finally made it to Humble Pie last Saturday evening... I had plans with Christina P and after reading her review, I asked if she'd be interested in returning to Humble Pie with me since she had several positive experiences there already...\n\nI arrived first, and was seated right away.  The staff was attentive and friendly - Alan was our server and took great care of us.  We started with  a glass of prosecco each and decided to share the brussel sprouts, cauliflower, and the shrimp pie.  Sounds like a ton of food, but it was perfect for the two of us.  I eat a lot - especially of veggies, and I love that HP has a large selection when it comes to veggies and salads... I have to return soon to try the butternut squash and the veggie salad (both sounded great to me).\n\nI'll preface this by saying, I like the flavor of burnt food.  So, the fact that the brussel sprouts were a tad bit overdone, was fine with me... although for other patrons, it may not be so appealing.  The cauliflower was not burnt, but it didn't have so much flavor either.  Regardless, I wanted to get my vegetables in for the day, and they seemed fresh despite the way they were cooked.  Does that make sense?\n\nAs some of the yelpers before me commented, we noticed the use of lemon zest in our shrimp pie.  It was light on the shrimp, sauce, and cheese, but it did have a zesty flavor to it.  I added some chili pepper flakes and parmesan as well... mmmm.\n\nAs if I hadn't eaten enough food, Christina requested a small sample of the olive oil gelato so I could taste it... and I actually enjoyed it!  If you're open to trying something new, the olive oil gelato is the perfect sweet ending to your meal at Humble Pie.\n\nMy 4 star rating is for my overall experience at Humble Pie - I was in fantastic company, a casual environment (which I love), and lots of veggie options to choose from... the pizza was fine - I'll try another selection next visit.\n\nI also noticed that there is plenty of bar seating for those that like to sit at the bar, hang with the bartender, etc... good to know in case I ever return solo!  Either way, I'm sure I'll be back soon."
"2","My boyfriend took me here because I LOVE wildlife. My family calls me a hippy/eco warrior. Anyways, the charge was 18 dollars a piece which was fine... I realize they have animals to take care of. They take pictures of you when you come in that they try to sell to you for Disneyland-type pricing, but we passed on that offer. Anyways, the aquarium is set up by station... you get a hand held device that you put to your ear to listen to each exhibit explanation. I really loved getting to see the animals up close, they are sooo beautiful. Towards the end there is a room you can pet sting rays and other small creatures. Beyond that is the huge room with all the big sharks and sea turtles! I was so excited to see all of them. We must have stayed in that room forever!! I totally recommend going here while you are in vegas to escape the smoke for a while and learn about sea creatures. I plan on going back next time I'm there."
"2","Really good food and quick service!  I'll definitely come back.  This area is sort of a dead zone for decent restaurants, so this is definitely one to note.\n\nMy favorite thing about this restaurant is that they give you what is presumably the Chinese equivalent of chips and salsa.  They set out a bowl of the little chip-like cracker things.  I am forgetting the name right now.  Wontons maybe?  With that pink sweet and sour type sauce normally served with egg rolls.  So good!  I hope this catches on everywhere, because it is a great idea!!\n\nBoth of our meals were HUGE and really, really delicious.  I got the vegetable delight, and my date got the thing with egg chunks.  Both were really, really good!  \n\nService was friendly and very fast.  I'll definitely be back here."
"1","Very disappointed with our Mother's Day experience at Queen Creek Olive Mill in Queen Creek.  The alcoholic beverages were overpriced at $6.49 each ($7.05 after tax) for the ounces received.  We ordered a Peach Bellini, Almond Mimosa, and Bloody Caesar (was there even any alcohol in this watery blood mary mix?).  My sister ordered the Lucca sandwich and the croissant it was served on was so dry it crumbled and was not edible.  Perhaps the Olive Mill is using day old bread???  I recommend saving yourself the hour drive (from Phoenix) and finding another more reasonable outdoor venue to enjoy.  Also the outdoor olive grounds are not very lush, full of dirt, and on a windy day like Mother's Day 2014 be prepared to crunch a few grits of blowing dirt."
"1","I agree with a lot of the reviews. there is pros and cons. \nI'll just write my experience since all else is mentioned already. \n- i find the hotel very pretty and awesome, but also very dark. \n- our room, though far away from the after hours nightclub - is right above the pool. \nthey play music by the pool at all hours of the day, even when there is not a soul out there for hours on end. doesn't make sense to me. its repetitive and annoying. i would prefer quiet - but then again, i would just hear the highway a lot more. \n- our room also didn't have an electrical socket by the bed or the desk for the computer. it took me 3 days, but i finally got 2 extension cords. \n- the staff is mainly very nice and helpful. \n- the pool party was fun, but the music was too loud, with ear plugs. nobody was dancing, so i asked the manager to turn it down a bit, but he said that if more people come, it needs to be this loud so they know its a party. i said that when people are dancing or even standing, its a party. when everyone there (10 people) are laying down - its not a party and i don't  believe i need to go deaf while wearing earplugs. just doesn't make any sense to me. i know i'm older now... 37... but still. \n- the club - pretty as everything is here, but also too loud. hurts my ears with ear plugs. also not the music i like to dance to, so essentially i just walked out after less than 5 minutes. \n- i don't know if it says this anywhere, but this place is essentially a swingers hotel - so anything goes pretty much anywhere. i have no issues with that, on the contrary, but if you do - stay elsewhere. \n- there is not breakfast to be had unless you walk a mile away. \n- no coffee / tea - even though they did prepare it for me with a special request. \n- restaurant is only open friday and saturday. but if there's an event happening at the bar - then no food for you. \n- i think it would be an awesome place for a photo shoots of several kinds. \n\nsummary - after you get used to the shortcomings, and the shitty music, its nice and most of all unique. but i have experienced better. \n\nthe key is to know what to expect.\n\nPs - i am again stuck in the lobby right now because the elevator key again will not take me upstairs. 90% of the time that i have attempted to go upstairs in the elevator i needed to go get a new card key that still would not always work. When you are in a rush it could not be more frustrating. They keep apologizing but after 10 times that stopped having any validity. \n\nIts my last morning here before check out. \nThey were able to extend my morning with a late check out which is always appreciated."
"2","I live a rather sedentary life, but occasionally honey-dos take their toll.  Judy's full-body massage comes to the rescue and has me feeling great again. Other times, I'll get a massage to remove toxins or just get more movement in these old bones.  I have used other therapists in the past, but Judy is the only one I would go to now.  She's fabulous!"
